reviews.text,processed_text,reviews.rating
It goes great in apple cider,go great apple cider,5.0
A true classic of spirits...,true classic spirit,5.0
The white label or the devil's cut dashed with some lemonade and lime cordial is how I enjoy my Jim.,white label devil cut dashed lemonade lime cordial enjoy jim,5.0
Best Drink you can get,best drink get,5.0
to make manhattens,make manhattens,4.0
Best bourbon I have found...have toured distillery and love the brand..,best bourbon foundhave toured distillery love brand,5.0
Red Stag and Coke Zero is my go to drink. Only wish more bars and restaurants stocked it. Nothing like a good bourbon with a cherry kick !,red stag coke zero go drink wish bar restaurant stocked nothing like good bourbon cherry kick,5.0
I like it with dr.peper to sip and relax,like drpeper sip relax,5.0
Better than the other's,better others,5.0
Drank it for years and always smooth and tasty. Now it is running off the shelves at our liquor store.,drank year always smooth tasty running shelf liquor store,5.0
I keep Jim Beam on hand every day of the week.,keep jim beam hand every day week,5.0
"I typically have this neat or with an ice cube. Its light amber appearance, sweet, woody, mossy nose, and its mild moss, white oak, mellow wintergreen mint, and dried, faintly-candied fruit flavor draws the drinker into an exploration of pin-point distilling execution. Jim Beam Original has a gradual finish, with a ghost of chocolate powder, during the fade out. Highly recommended. RJT",typically neat ice cube light amber appearance sweet woody mossy nose mild moss white oak mellow wintergreen mint dried faintlycandied fruit flavor draw drinker exploration pinpoint distilling execution jim beam original gradual finish ghost chocolate powder fade highly recommended rjt,5.0
It's does have a great toaste to it the only drink I'll drink.,great toaste drink ill drink,5.0
I had a neat 2 finger glass two weeks ago of JB Black label for the first time (I've always drank Jack Daniels) and I loved it! No more Jack for me!,neat finger glass two week ago jb black label first time ive always drank jack daniel loved jack,5.0
Best tasteing and defenetly the smoothest around I love it!,best tasteing defenetly smoothest around love,5.0
I always keep a bottle of Jim Bean in my liquor cabinet. Value for price is incredible and it mixes great.,always keep bottle jim bean liquor cabinet value price incredible mix great,5.0
to make manhattens,make manhattens,4.0
Best bourbon I have found...have toured distillery and love the brand..,best bourbon foundhave toured distillery love brand,5.0
Very good Cabernet Sauvignon for the money. More in line with wines typically in the 20 range.,very good cabernet sauvignon money line wine typically range,4.0
This has become our goto wine!! Not terribly expensive - just terribly GOOD!,become goto wine terribly expensive terribly good,5.0
I like a good price-quality deal for Heineken Lager. My fav easy-going beer. I prefer bottled on and I like to drink it from glasses.,like good pricequality deal heineken lager fav easygoing beer prefer bottled like drink glass,5.0
It was very fresh and cheaper than anywhere in the area.,very fresh cheaper anywhere area,5.0
"I bought this, best price and great convenience to order online, pick up in store. Great job! Super easy",bought best price great convenience order online pick store great job super easy,5.0
Made our party special. Everyone was pleased with our choice of drinks.,made party special everyone pleased choice drink,5.0
TASTE DRINK,taste drink,5.0
This is by far the best flavored vodka on the market. I drink it with soda water the flavor is crisp. Not sweet or thick at all.,far best flavored vodka market drink soda water flavor crisp sweet thick,5.0
It's really smooth but the taste isn't so good. More on the cough syrup side than black cherry and vanilla. It was a waste of money. The green apple and blood orange are the best ones .,really smooth taste isnt good cough syrup side black cherry vanilla waste money green apple blood orange best one,1.0
It's really smooth but the taste isn't so good. More on the cough syrup side than black cherry and vanilla. It was a waste of money. The green apple and blood orange are the best ones .,really smooth taste isnt good cough syrup side black cherry vanilla waste money green apple blood orange best one,1.0
I use with blue agave light golden syrup an one lime over ice with gold sauza tequila perfect drink!!!,use blue agave light golden syrup one lime ice gold sauza tequila perfect drink,5.0
I use with blue agave light golden syrup an one lime over ice with gold sauza tequila perfect drink!!!,use blue agave light golden syrup one lime ice gold sauza tequila perfect drink,5.0
"Starborough was a surprise as an alternate to Fume Blanc or Grigio wines. This is a soft and above average tasty white wine. Citrus Aroma, gracious acidity, layered texture is enough to satisfy Chardonnay as an alternate crisp finish and a nice experience.",starborough surprise alternate fume blanc grigio wine soft average tasty white wine citrus aroma gracious acidity layered texture enough satisfy chardonnay alternate crisp finish nice experience,4.0
"No matter how many different whiskey's there is, not a one, so far, has been able to resist my taste for the LOVE 0f JIM BEAM!!",matter many different whiskey one far able resist taste love f jim beam,5.0
"your product is the smoothest going down, and make great gifts",product smoothest going make great gift,5.0
I use Jim Beam to make alot of different kinds of marinades and sauces. I make a honey bourbon marinade for smoking jerky that tastes amazing. Everyone says it's the best jerky they've ever had. Thanks for making the best bourbon on the market Jim Beam!,use jim beam make alot different kind marinade sauce make honey bourbon marinade smoking jerky taste amazing everyone say best jerky theyve ever thanks making best bourbon market jim beam,5.0
Wife and I enjoy it mixed with a Coke or a Monster Black Cherry. Excellent.,wife enjoy mixed coke monster black cherry excellent,5.0
This is my favorite bourbon. I even love its aroma. It has that nice vanilla scent going on. I never get tired of Jim Beam Black.,favorite bourbon even love aroma nice vanilla scent going never get tired jim beam black,5.0
